AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,HOUSEHOLD_KEY
25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1613
45-54,B,100-124K,Homeowner,Unknown,1,None/Unknown,1614
25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1615
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1616
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1617
35-44,A,75-99K,Homeowner,Single Female,2,None/Unknown,1618
45-54,A,Under 15K,Homeowner,2 Adults Kids,3,1,1619
25-34,U,75-99K,Unknown,Single Male,1,None/Unknown,1620
55-64,U,25-34K,Renter,2 Adults Kids,3,1,1621
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1622
35-44,A,15-24K,Renter,1 Adult Kids,4,2,1623
45-54,A,Under 15K,Unknown,Single Male,2,None/Unknown,1624
35-44,U,15-24K,Renter,2 Adults Kids,4,2,1625
45-54,B,50-74K,Homeowner,1 Adult Kids,3,2,1626
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1627
45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1628
35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,1629
25-34,U,150-174K,Homeowner,2 Adults Kids,3,1,1630
19-24,B,Under 15K,Renter,1 Adult Kids,4,3+,1631
45-54,B,50-74K,Homeowner,2 Adults Kids,3,1,1632
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1633
25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1634
55-64,U,75-99K,Homeowner,Single Male,1,None/Unknown,1635
35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,1636
19-24,U,25-34K,Unknown,Single Female,1,None/Unknown,1637
65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1638
25-34,B,25-34K,Homeowner,Single Male,1,None/Unknown,1639
45-54,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1640
55-64,U,25-34K,Renter,2 Adults Kids,3,1,1641
25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1642
65+,B,35-49K,Probable Owner,2 Adults No Kids,2,None/Unknown,1643
25-34,U,35-49K,Unknown,2 Adults Kids,3,1,1644
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,1645
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1646
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1647
35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,1648
35-44,B,150-174K,Homeowner,Single Male,1,None/Unknown,1649
45-54,A,75-99K,Homeowner,2 Adults Kids,3,1,1650
65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1651
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1652
35-44,B,Under 15K,Homeowner,Single Female,1,None/Unknown,1653
45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,1654
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1655
35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,1656
35-44,A,35-49K,Unknown,Unknown,5+,3+,1657
45-54,U,35-49K,Unknown,2 Adults Kids,4,2,1658
35-44,U,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1659
25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,1660
35-44,U,75-99K,Homeowner,Unknown,1,None/Unknown,1661
35-44,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1662
25-34,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1663
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1664
35-44,A,35-49K,Homeowner,2 Adults Kids,4,2,1665
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1666
45-54,U,Under 15K,Unknown,Unknown,1,None/Unknown,1667
35-44,A,175-199K,Homeowner,2 Adults Kids,5+,3+,1668
45-54,U,100-124K,Unknown,Single Female,1,None/Unknown,1669
35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,1670
55-64,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1671
65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,1672
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,1673
65+,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1674
55-64,U,15-24K,Unknown,2 Adults Kids,3,1,1675
35-44,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,1676
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1677
45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,1678
65+,B,100-124K,Homeowner,Single Female,1,None/Unknown,1679
25-34,A,15-24K,Homeowner,2 Adults Kids,3,1,1680
65+,A,15-24K,Homeowner,Single Female,2,None/Unknown,1681
35-44,B,150-174K,Homeowner,Single Male,1,None/Unknown,1682
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1683
35-44,A,50-74K,Homeowner,2 Adults Kids,4,2,1684
25-34,A,25-34K,Homeowner,1 Adult Kids,5+,3+,1685
45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1686
45-54,U,35-49K,Unknown,2 Adults Kids,4,2,1687
25-34,B,25-34K,Renter,1 Adult Kids,3,2,1688
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1689
45-54,B,35-49K,Homeowner,Single Female,1,None/Unknown,1690
45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1691
35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,1692
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,1693
35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,1694
35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,1695
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1696
45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1697
19-24,A,15-24K,Homeowner,2 Adults Kids,3,1,1698
65+,U,50-74K,Homeowner,Single Male,1,None/Unknown,1699
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1700
45-54,U,50-74K,Homeowner,Single Female,1,None/Unknown,1701
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1702
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,1703
19-24,U,35-49K,Unknown,Single Male,1,None/Unknown,1704
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1705
45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1706
35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,1707
45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,1708
25-34,A,35-49K,Unknown,2 Adults Kids,3,1,1709
35-44,A,150-174K,Homeowner,Single Male,2,None/Unknown,1710
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1711
25-34,U,15-24K,Unknown,Single Male,1,None/Unknown,1712
45-54,U,50-74K,Homeowner,2 Adults Kids,4,2,1713
35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,1714
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1715
25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1716
19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,1717
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,1718
35-44,A,15-24K,Homeowner,2 Adults Kids,3,1,1719
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1720
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1721
45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1722
45-54,U,150-174K,Unknown,2 Adults Kids,3,1,1723
45-54,A,150-174K,Homeowner,2 Adults Kids,5+,3+,1724
25-34,U,35-49K,Unknown,2 Adults Kids,3,1,1725
55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown,1726
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1727
35-44,U,50-74K,Unknown,Single Male,1,None/Unknown,1728
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1729
45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1730
35-44,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1731
35-44,A,125-149K,Homeowner,2 Adults Kids,4,2,1732
65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1733
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,1734
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,1735
25-34,B,35-49K,Homeowner,1 Adult Kids,2,1,1736
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,1737
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1738
25-34,A,100-124K,Renter,1 Adult Kids,4,2,1739
19-24,U,250K+,Unknown,Single Female,1,None/Unknown,1740
25-34,U,25-34K,Homeowner,1 Adult Kids,5+,3+,1741
35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1742
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1743
19-24,B,Under 15K,Renter,1 Adult Kids,2,1,1744
45-54,A,Under 15K,Unknown,Single Male,2,None/Unknown,1745
25-34,B,Under 15K,Homeowner,1 Adult Kids,3,2,1746
35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,1747
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1748
55-64,B,35-49K,Homeowner,Single Male,1,None/Unknown,1749
35-44,A,150-174K,Homeowner,2 Adults Kids,3,1,1750
25-34,A,15-24K,Renter,2 Adults Kids,4,2,1751
35-44,U,Under 15K,Unknown,Single Female,1,None/Unknown,1752
45-54,U,35-49K,Homeowner,Unknown,1,None/Unknown,1753
45-54,U,125-149K,Unknown,Single Male,1,None/Unknown,1754
19-24,A,35-49K,Renter,2 Adults Kids,3,1,1755
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1756
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1757
35-44,A,250K+,Homeowner,2 Adults Kids,5+,3+,1758
35-44,U,35-49K,Unknown,2 Adults Kids,5+,3+,1759
65+,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1760
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1761
45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1762
35-44,B,35-49K,Homeowner,1 Adult Kids,2,1,1763
45-54,A,75-99K,Homeowner,2 Adults Kids,4,2,1764
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1765
35-44,U,15-24K,Unknown,Single Female,1,None/Unknown,1766
45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1767
35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,1768
65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1769
25-34,A,200-249K,Homeowner,2 Adults Kids,5+,3+,1770
19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1771
19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,1772
25-34,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1773
45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,1774
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1775
45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,1776
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1777
25-34,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1778
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1779
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1780
25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1781
65+,U,50-74K,Homeowner,2 Adults Kids,3,1,1782
35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,1783
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1784
25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1785
19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1786
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1787
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1788
45-54,U,15-24K,Unknown,Unknown,1,None/Unknown,1789
45-54,U,15-24K,Unknown,2 Adults Kids,3,1,1790
45-54,B,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1791
55-64,A,75-99K,Homeowner,2 Adults Kids,4,2,1792
45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1793
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1794
45-54,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1795
19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,1796
65+,U,Under 15K,Homeowner,Single Female,1,None/Unknown,1797
35-44,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1798
35-44,B,75-99K,Homeowner,Single Male,1,None/Unknown,1799
35-44,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,1800
35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1801
45-54,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1802
19-24,A,50-74K,Homeowner,2 Adults Kids,3,1,1803
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1804
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1805
19-24,A,15-24K,Homeowner,2 Adults Kids,3,1,1806
45-54,A,100-124K,Probable Owner,2 Adults Kids,3,1,1807
35-44,U,35-49K,Probable Owner,2 Adults No Kids,2,None/Unknown,1808
25-34,U,50-74K,Unknown,Single Male,1,None/Unknown,1809
35-44,A,200-249K,Homeowner,2 Adults Kids,3,1,1810
65+,U,Under 15K,Renter,Single Male,1,None/Unknown,1811
45-54,U,50-74K,Unknown,Single Female,1,None/Unknown,1812
35-44,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1813
65+,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1814
45-54,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1815
19-24,B,Under 15K,Renter,2 Adults Kids,5+,3+,1816
35-44,A,35-49K,Probable Owner,1 Adult Kids,3,1,1817
45-54,A,25-34K,Homeowner,2 Adults Kids,5+,3+,1818
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1819
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1820
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1821
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1822
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1823
45-54,U,175-199K,Unknown,2 Adults Kids,3,1,1824
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,1825
25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1826
25-34,A,50-74K,Probable Owner,Single Female,2,None/Unknown,1827
45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,1828
65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,1829
55-64,U,75-99K,Homeowner,Single Male,1,None/Unknown,1830
55-64,U,75-99K,Homeowner,Single Male,1,None/Unknown,1831
35-44,B,25-34K,Homeowner,Single Male,1,None/Unknown,1832
25-34,U,25-34K,Homeowner,1 Adult Kids,5+,3+,1833
45-54,U,125-149K,Homeowner,Unknown,5+,3+,1834
45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1835
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,1836
35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,1837
45-54,A,100-124K,Probable Owner,2 Adults Kids,3,1,1838
19-24,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1839
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1840
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1841
25-34,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1842
25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,1843
45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,1844
45-54,U,175-199K,Unknown,2 Adults Kids,3,1,1845
45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1846
45-54,U,175-199K,Unknown,Single Female,1,None/Unknown,1847
45-54,A,75-99K,Homeowner,Unknown,3,1,1848
25-34,U,25-34K,Homeowner,Single Male,1,None/Unknown,1849
65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,1850
55-64,U,25-34K,Unknown,Single Male,1,None/Unknown,1851
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1852
19-24,U,25-34K,Unknown,Single Female,1,None/Unknown,1853
35-44,U,50-74K,Unknown,Single Female,1,None/Unknown,1854
45-54,A,75-99K,Unknown,Single Female,2,None/Unknown,1855
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1856
45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1857
25-34,B,150-174K,Homeowner,Single Female,1,None/Unknown,1858
35-44,U,50-74K,Unknown,2 Adults Kids,3,1,1859
19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,1860
25-34,U,15-24K,Homeowner,2 Adults Kids,4,2,1861
25-34,A,75-99K,Renter,2 Adults No Kids,2,None/Unknown,1862
45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1863
45-54,U,125-149K,Homeowner,1 Adult Kids,5+,3+,1864
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1865
19-24,A,75-99K,Unknown,2 Adults Kids,3,1,1866
35-44,A,35-49K,Homeowner,1 Adult Kids,5+,3+,1867
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1868
19-24,A,35-49K,Renter,2 Adults No Kids,2,None/Unknown,1869
65+,U,125-149K,Homeowner,2 Adults Kids,3,1,1870
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1871
45-54,B,25-34K,Renter,1 Adult Kids,2,1,1872
35-44,U,15-24K,Unknown,Single Male,1,None/Unknown,1873
35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,1874
45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,1875
35-44,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1876
35-44,A,150-174K,Homeowner,Single Male,2,None/Unknown,1877
35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,1878
65+,A,35-49K,Unknown,Single Male,2,None/Unknown,1879
25-34,A,75-99K,Homeowner,2 Adults Kids,4,2,1880
65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1881
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,1882
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,1883
19-24,B,250K+,Homeowner,Single Male,1,None/Unknown,1884
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,1885
45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,1886
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,1887
55-64,U,15-24K,Unknown,2 Adults Kids,3,1,1888
45-54,U,15-24K,Probable Renter,Unknown,1,None/Unknown,1889
55-64,A,35-49K,Homeowner,Single Female,2,None/Unknown,1890
45-54,U,Under 15K,Homeowner,Single Male,1,None/Unknown,1891
35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,1892
35-44,U,150-174K,Unknown,2 Adults No Kids,2,None/Unknown,1893
35-44,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1894
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1895
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1896
25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1897
65+,B,100-124K,Homeowner,Single Female,1,None/Unknown,1898
25-34,A,25-34K,Homeowner,2 Adults Kids,3,1,1899
65+,U,Under 15K,Homeowner,1 Adult Kids,3,2,1900
45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,1901
45-54,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1902
45-54,U,50-74K,Homeowner,Single Female,1,None/Unknown,1903
25-34,U,75-99K,Unknown,Single Male,1,None/Unknown,1904
45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,1905
45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1906
25-34,B,50-74K,Unknown,Single Male,1,None/Unknown,1907
19-24,B,Under 15K,Renter,2 Adults Kids,5+,3+,1908
35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1909
45-54,A,15-24K,Homeowner,1 Adult Kids,3,1,1910
35-44,A,50-74K,Unknown,Single Male,2,None/Unknown,1911
35-44,A,15-24K,Homeowner,2 Adults Kids,5+,3+,1912
35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1913
55-64,B,75-99K,Homeowner,Single Female,1,None/Unknown,1914
45-54,A,35-49K,Renter,2 Adults Kids,5+,3+,1915
55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1916
65+,U,15-24K,Unknown,Single Female,1,None/Unknown,1917
25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,1918
35-44,A,35-49K,Homeowner,1 Adult Kids,5+,3+,1919
55-64,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1920
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1921
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1922
19-24,B,35-49K,Renter,Single Female,1,None/Unknown,1923
45-54,B,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1924
45-54,A,50-74K,Homeowner,1 Adult Kids,5+,3+,1925
25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1926
19-24,U,Under 15K,Unknown,Unknown,1,None/Unknown,1927
35-44,B,75-99K,Homeowner,2 Adults Kids,3,1,1928
35-44,B,25-34K,Homeowner,Single Male,1,None/Unknown,1929
19-24,B,50-74K,Unknown,2 Adults Kids,3,1,1930
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1931
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1932
25-34,B,35-49K,Homeowner,1 Adult Kids,2,1,1933
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1934
55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1935
45-54,U,Under 15K,Probable Renter,Single Male,1,None/Unknown,1936
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1937
45-54,U,35-49K,Unknown,Unknown,1,None/Unknown,1938
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1939
35-44,U,35-49K,Unknown,2 Adults Kids,5+,3+,1940
65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,1941
25-34,U,50-74K,Unknown,Unknown,5+,3+,1942
35-44,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1943
25-34,U,125-149K,Homeowner,2 Adults Kids,4,2,1944
25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1945
25-34,U,75-99K,Unknown,Single Male,1,None/Unknown,1946
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1947
35-44,U,50-74K,Homeowner,Single Female,1,None/Unknown,1948
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,1949
45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1950
55-64,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1951
25-34,U,Under 15K,Unknown,1 Adult Kids,2,1,1952
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1953
65+,U,50-74K,Homeowner,Single Male,1,None/Unknown,1954
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1955
45-54,B,100-124K,Homeowner,Single Male,1,None/Unknown,1956
45-54,A,Under 15K,Unknown,Single Male,2,None/Unknown,1957
55-64,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1958
35-44,U,35-49K,Unknown,2 Adults Kids,5+,3+,1959
25-34,U,35-49K,Homeowner,Single Female,1,None/Unknown,1960
45-54,B,35-49K,Homeowner,Single Female,1,None/Unknown,1961
65+,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1962
25-34,U,15-24K,Unknown,Single Female,1,None/Unknown,1963
65+,U,Under 15K,Renter,Single Male,1,None/Unknown,1964
25-34,A,50-74K,Homeowner,2 Adults Kids,3,1,1965
35-44,U,75-99K,Homeowner,Single Male,1,None/Unknown,1966
25-34,U,25-34K,Unknown,Single Female,1,None/Unknown,1967
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,1968
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1969
35-44,U,35-49K,Unknown,2 Adults Kids,5+,3+,1970
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1971
45-54,U,50-74K,Homeowner,2 Adults Kids,4,2,1972
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1973
35-44,U,15-24K,Unknown,Single Female,1,None/Unknown,1974
35-44,B,75-99K,Renter,Single Male,1,None/Unknown,1975
25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1976
19-24,U,50-74K,Unknown,Single Male,1,None/Unknown,1977
25-34,B,15-24K,Unknown,Single Male,1,None/Unknown,1978
45-54,U,150-174K,Unknown,2 Adults Kids,3,1,1979
55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,1980
45-54,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1981
25-34,U,100-124K,Unknown,Single Male,1,None/Unknown,1982
45-54,A,150-174K,Homeowner,2 Adults Kids,5+,3+,1983
45-54,U,125-149K,Homeowner,Unknown,5+,3+,1984
25-34,U,50-74K,Unknown,Unknown,5+,3+,1985
25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,1986
45-54,U,35-49K,Homeowner,Unknown,1,None/Unknown,1987
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1988
65+,U,15-24K,Homeowner,Single Female,1,None/Unknown,1989
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1990
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1991
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,1992
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1993
65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1994
25-34,B,25-34K,Unknown,1 Adult Kids,3,2,1995
35-44,U,Under 15K,Homeowner,2 Adults Kids,4,2,1996
25-34,U,50-74K,Unknown,Single Male,1,None/Unknown,1997
55-64,A,75-99K,Homeowner,2 Adults Kids,4,2,1998
25-34,U,75-99K,Unknown,2 Adults Kids,3,1,1999
35-44,U,35-49K,Unknown,Single Female,1,None/Unknown,2000
35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,2001
35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,2002
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2003
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2004
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2005
45-54,U,Under 15K,Unknown,Single Male,1,None/Unknown,2006
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,2007
55-64,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,2008
45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,2009
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2010
